pitch_type,zone,stand,type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,years_since_2015
3,1.0,0,2,0,0,1,0,0,2,1,7,1,0,0,4.405201916495551
1,4.0,0,1,0,0,0,1,0,2,1,8,1,1,0,4.405201916495551
3,4.0,0,1,0,1,0,1,0,2,1,8,2,1,0,4.405201916495551
1,11.0,0,0,0,2,0,1,0,2,1,8,3,1,0,4.405201916495551
3,13.0,0,1,1,2,0,1,0,2,1,8,4,1,0,4.405201916495551
1,12.0,1,1,0,0,0,0,0,0,2,13,1,1,0,4.405201916495551
1,2.0,1,1,0,1,0,0,0,0,2,13,2,1,0,4.405201916495551
2,14.0,1,0,0,2,0,0,0,0,2,13,3,1,0,4.405201916495551
2,14.0,1,2,1,2,0,0,0,0,2,13,4,1,0,4.405201916495551
1,7.0,0,1,0,0,0,0,0,1,2,14,1,1,0,4.405201916495551
2,12.0,0,1,0,1,0,0,0,1,2,14,2,1,0,4.405201916495551
1,11.0,0,1,0,2,0,0,0,1,2,14,3,1,0,4.405201916495551
1,11.0,0,0,0,2,0,0,0,1,2,14,4,1,0,4.405201916495551
1,12.0,0,0,1,2,0,0,0,1,2,14,5,1,0,4.405201916495551
5,8.0,0,1,2,2,0,0,0,1,2,14,6,1,0,4.405201916495551
2,14.0,1,0,0,0,0,0,0,2,2,15,1,1,0,4.405201916495551
2,8.0,1,2,1,0,0,0,0,2,2,15,2,1,0,4.405201916495551
2,9.0,1,1,0,0,0,1,0,2,2,16,1,1,0,4.405201916495551
1,14.0,1,0,0,1,0,1,0,2,2,16,2,1,0,4.405201916495551
2,14.0,1,1,1,1,0,1,0,2,2,16,3,1,0,4.405201916495551
2,14.0,1,1,1,2,0,1,0,2,2,16,4,1,0,4.405201916495551
2,6.0,1,2,0,0,0,0,0,0,3,20,1,1,0,4.405201916495551
1,11.0,0,0,0,0,0,0,1,0,3,21,1,1,0,4.405201916495551
1,2.0,0,1,1,0,0,0,1,0,3,21,2,1,0,4.405201916495551
3,11.0,0,0,1,1,0,0,1,0,3,21,3,1,0,4.405201916495551
3,11.0,0,0,2,1,0,0,1,0,3,21,4,1,0,4.405201916495551
1,11.0,0,0,3,1,0,1,0,0,3,21,5,1,0,4.405201916495551
2,8.0,1,2,0,0,0,1,1,0,3,22,1,1,0,4.405201916495551
1,8.0,0,2,0,0,1,0,0,2,3,23,1,1,0,4.405201916495551
1,4.0,0,1,0,0,0,0,0,0,4,32,1,1,4,4.405201916495551
1,4.0,0,1,0,1,0,0,0,0,4,32,2,1,4,4.405201916495551
1,11.0,0,0,0,2,0,0,0,0,4,32,3,1,4,4.405201916495551
1,11.0,0,0,1,2,0,0,0,0,4,32,4,1,4,4.405201916495551
3,14.0,0,1,2,2,0,0,0,0,4,32,5,1,4,4.405201916495551
3,1.0,0,1,2,2,0,0,0,0,4,32,6,1,4,4.405201916495551
2,12.0,1,0,0,0,0,0,0,1,4,33,1,1,4,4.405201916495551
2,5.0,1,2,1,0,0,0,0,1,4,33,2,1,4,4.405201916495551
3,8.0,0,1,0,0,0,0,0,2,4,34,1,1,4,4.405201916495551
1,7.0,0,1,0,1,0,0,0,2,4,34,2,1,4,4.405201916495551
5,14.0,0,0,0,2,0,0,0,2,4,34,3,1,4,4.405201916495551
1,11.0,0,0,1,2,0,0,0,2,4,34,4,1,4,4.405201916495551
2,11.0,0,0,2,2,0,0,0,2,4,34,5,1,4,4.405201916495551
1,2.0,0,1,3,2,0,0,0,2,4,34,6,1,4,4.405201916495551
1,6.0,1,1,0,0,0,0,0,0,5,38,1,1,4,4.405201916495551
1,3.0,1,1,0,1,0,0,0,0,5,38,2,1,4,4.405201916495551
1,12.0,1,0,0,2,0,0,0,0,5,38,3,1,4,4.405201916495551
1,2.0,1,1,1,2,0,0,0,0,5,38,4,1,4,4.405201916495551
3,7.0,1,0,1,2,0,0,0,0,5,38,5,1,4,4.405201916495551
2,14.0,1,0,2,2,0,0,0,0,5,38,6,1,4,4.405201916495551
3,14.0,1,0,3,2,0,0,0,0,5,38,7,1,4,4.405201916495551
1,14.0,1,0,0,0,0,0,1,0,5,39,1,1,4,4.405201916495551
2,4.0,1,2,1,0,0,0,1,0,5,39,2,1,4,4.405201916495551
2,9.0,1,2,0,0,0,1,0,1,5,40,1,1,4,4.405201916495551
2,6.0,0,2,0,0,1,0,0,2,5,41,1,1,4,4.405201916495551
2,6.0,1,2,0,0,0,0,0,0,6,45,1,1,4,4.405201916495551
2,3.0,0,1,0,0,0,0,0,1,6,46,1,1,4,4.405201916495551
3,14.0,0,0,0,1,0,0,0,1,6,46,2,1,4,4.405201916495551
1,12.0,0,0,1,1,0,0,0,1,6,46,3,1,4,4.405201916495551
1,8.0,0,1,0,0,0,0,1,1,6,47,1,1,4,4.405201916495551
1,5.0,0,2,0,1,0,0,1,1,6,47,2,1,4,4.405201916495551
1,12.0,1,1,0,0,0,1,1,1,6,48,1,1,4,4.405201916495551
2,9.0,1,2,0,1,0,1,1,1,6,48,2,1,4,4.405201916495551
1,5.0,0,1,0,0,0,1,1,1,6,49,1,2,4,4.405201916495551
2,12.0,0,1,0,1,0,1,1,1,6,49,2,2,4,4.405201916495551
2,8.0,0,2,0,2,0,1,1,1,6,49,3,2,4,4.405201916495551
1,12.0,1,1,0,0,0,0,0,0,7,54,1,2,4,4.405201916495551
1,12.0,1,0,0,1,0,0,0,0,7,54,2,2,4,4.405201916495551
3,4.0,1,2,1,1,0,0,0,0,7,54,3,2,4,4.405201916495551
2,12.0,0,0,0,0,0,0,0,1,7,55,1,2,4,4.405201916495551
3,11.0,0,0,1,0,0,0,0,1,7,55,2,2,4,4.405201916495551
2,12.0,0,0,2,0,0,0,0,1,7,55,3,2,4,4.405201916495551
1,2.0,0,1,3,0,0,0,0,1,7,55,4,2,4,4.405201916495551
1,11.0,0,1,3,1,0,0,0,1,7,55,5,2,4,4.405201916495551
5,11.0,0,0,3,2,0,0,0,1,7,55,6,2,4,4.405201916495551
1,12.0,1,1,0,0,0,0,1,1,7,56,1,2,4,4.405201916495551
1,6.0,1,2,0,1,0,0,1,1,7,56,2,2,4,4.405201916495551
1,11.0,0,0,0,0,0,0,1,2,7,57,1,2,4,4.405201916495551
1,1.0,0,1,1,0,0,0,1,2,7,57,2,2,4,4.405201916495551
2,12.0,0,0,1,1,0,0,1,2,7,57,3,2,4,4.405201916495551
2,7.0,0,1,2,1,0,0,1,2,7,57,4,2,4,4.405201916495551
2,14.0,0,1,2,2,0,0,1,2,7,57,5,2,4,4.405201916495551
2,13.0,0,0,2,2,0,0,1,2,7,57,6,2,4,4.405201916495551
3,1.0,0,1,3,2,0,0,1,2,7,57,7,2,4,4.405201916495551
1,2.0,1,1,0,0,0,0,0,0,8,62,1,2,5,4.405201916495551
3,13.0,1,2,0,1,0,0,0,0,8,62,2,2,5,4.405201916495551
2,12.0,0,0,0,0,0,0,1,0,8,63,1,2,5,4.405201916495551
3,11.0,0,0,1,0,0,0,1,0,8,63,2,2,5,4.405201916495551
3,5.0,0,2,2,0,0,0,1,0,8,63,3,2,5,4.405201916495551
1,13.0,0,1,0,0,0,0,0,0,1,1,1,0,0,4.421629021218344
1,11.0,0,0,0,1,0,0,0,0,1,1,2,0,0,4.421629021218344
1,11.0,0,0,1,1,0,0,0,0,1,1,3,0,0,4.421629021218344
3,7.0,0,1,2,1,0,0,0,0,1,1,4,0,0,4.421629021218344
1,4.0,0,1,2,2,0,0,0,0,1,1,5,0,0,4.421629021218344
2,14.0,0,1,2,2,0,0,0,0,1,1,6,0,0,4.421629021218344
1,13.0,0,1,0,0,0,0,0,1,1,2,1,0,0,4.421629021218344
2,12.0,0,0,0,1,0,0,0,1,1,2,2,0,0,4.421629021218344
1,11.0,0,0,1,1,0,0,0,1,1,2,3,0,0,4.421629021218344
3,11.0,0,2,2,1,0,0,0,1,1,2,4,0,0,4.421629021218344
1,13.0,0,1,0,0,0,0,1,1,1,3,1,0,0,4.421629021218344
3,11.0,0,1,0,1,0,0,1,1,1,3,2,0,0,4.421629021218344
1,11.0,0,0,0,2,0,0,1,1,1,3,3,0,0,4.421629021218344
1,11.0,0,0,1,2,0,0,1,1,1,3,4,0,0,4.421629021218344
2,9.0,0,1,2,2,0,0,1,1,1,3,5,0,0,4.421629021218344
3,11.0,0,0,2,2,0,0,1,1,1,3,6,0,0,4.421629021218344
3,11.0,0,1,3,2,0,0,1,1,1,3,7,0,0,4.421629021218344
1,6.0,1,1,0,0,0,0,1,2,1,4,1,0,0,4.421629021218344
1,12.0,1,0,0,1,0,0,1,2,1,4,2,0,0,4.421629021218344
2,14.0,1,0,1,1,0,0,1,2,1,4,3,0,0,4.421629021218344
2,14.0,1,1,2,1,0,0,1,2,1,4,4,0,0,4.421629021218344
2,14.0,1,1,2,2,0,0,1,2,1,4,5,0,0,4.421629021218344
1,14.0,1,0,0,0,0,0,0,0,2,10,1,0,1,4.421629021218344
1,3.0,1,1,1,0,0,0,0,0,2,10,2,0,1,4.421629021218344
1,14.0,1,0,1,1,0,0,0,0,2,10,3,0,1,4.421629021218344
2,3.0,1,1,2,1,0,0,0,0,2,10,4,0,1,4.421629021218344
2,9.0,1,2,2,2,0,0,0,0,2,10,5,0,1,4.421629021218344
1,6.0,1,1,0,0,0,0,0,1,2,11,1,0,1,4.421629021218344
1,2.0,1,1,0,1,0,0,0,1,2,11,2,0,1,4.421629021218344
1,12.0,1,0,0,2,0,0,0,1,2,11,3,0,1,4.421629021218344
1,12.0,1,1,1,2,0,0,0,1,2,11,4,0,1,4.421629021218344
1,6.0,1,1,1,2,0,0,0,1,2,11,5,0,1,4.421629021218344
2,14.0,1,2,0,0,0,0,0,2,2,12,1,0,1,4.421629021218344
1,11.0,0,0,0,0,0,0,0,0,3,17,1,0,1,4.421629021218344
3,11.0,0,0,1,0,0,0,0,0,3,17,2,0,1,4.421629021218344
1,2.0,0,0,2,0,0,0,0,0,3,17,3,0,1,4.421629021218344
1,11.0,0,1,3,0,0,0,0,0,3,17,4,0,1,4.421629021218344
1,4.0,0,2,3,1,0,0,0,0,3,17,5,0,1,4.421629021218344
1,3.0,1,1,0,0,0,0,0,1,3,18,1,0,1,4.421629021218344
2,3.0,1,1,0,1,0,0,0,1,3,18,2,0,1,4.421629021218344
1,14.0,1,0,0,2,0,0,0,1,3,18,3,0,1,4.421629021218344
2,6.0,1,1,1,2,0,0,0,1,3,18,4,0,1,4.421629021218344
1,4.0,0,1,0,0,0,0,0,2,3,19,1,0,1,4.421629021218344
2,3.0,0,0,0,1,0,0,0,2,3,19,2,0,1,4.421629021218344
1,2.0,0,1,1,1,0,0,0,2,3,19,3,0,1,4.421629021218344
1,1.0,0,1,1,2,0,0,0,2,3,19,4,0,1,4.421629021218344
1,13.0,0,0,1,2,0,0,0,2,3,19,5,0,1,4.421629021218344
5,13.0,0,1,2,2,0,0,0,2,3,19,6,0,1,4.421629021218344
3,13.0,0,1,2,2,0,0,0,2,3,19,7,0,1,4.421629021218344
1,1.0,0,1,0,0,0,0,0,0,4,23,1,0,1,4.421629021218344
1,12.0,0,1,0,1,0,0,0,0,4,23,2,0,1,4.421629021218344
3,7.0,0,1,0,2,0,0,0,0,4,23,3,0,1,4.421629021218344
3,11.0,0,2,0,0,0,0,0,1,4,24,1,0,1,4.421629021218344
2,14.0,1,0,0,0,0,0,1,1,4,25,1,0,1,4.421629021218344
2,14.0,1,1,1,0,0,0,1,1,4,25,2,0,1,4.421629021218344
2,14.0,1,0,1,1,0,0,1,1,4,25,3,0,1,4.421629021218344
2,9.0,1,1,2,1,0,0,1,1,4,25,4,0,1,4.421629021218344
2,6.0,1,1,2,2,0,0,1,1,4,25,5,0,1,4.421629021218344
1,12.0,1,0,2,2,0,0,1,1,4,25,6,0,1,4.421629021218344
2,8.0,1,2,3,2,0,0,1,1,4,25,7,0,1,4.421629021218344
1,12.0,1,0,0,0,0,0,0,0,5,32,1,0,2,4.421629021218344
1,6.0,1,1,1,0,0,0,0,0,5,32,2,0,2,4.421629021218344
1,12.0,1,0,1,1,0,0,0,0,5,32,3,0,2,4.421629021218344
1,12.0,1,0,2,1,0,0,0,0,5,32,4,0,2,4.421629021218344
1,2.0,1,2,3,1,0,0,0,0,5,32,5,0,2,4.421629021218344
1,11.0,1,0,0,0,0,0,0,0,5,33,1,1,2,4.421629021218344
2,2.0,1,2,1,0,0,0,0,0,5,33,2,1,2,4.421629021218344
2,14.0,1,1,0,0,0,0,0,1,5,34,1,1,2,4.421629021218344
2,3.0,1,1,0,1,0,0,0,1,5,34,2,1,2,4.421629021218344
2,14.0,1,1,0,2,0,0,0,1,5,34,3,1,2,4.421629021218344
1,4.0,0,1,0,0,0,0,0,2,5,35,1,1,2,4.421629021218344
3,5.0,0,1,0,1,0,0,0,2,5,35,2,1,2,4.421629021218344
2,14.0,0,0,0,2,0,0,0,2,5,35,3,1,2,4.421629021218344
2,14.0,0,0,1,2,0,0,0,2,5,35,4,1,2,4.421629021218344
1,11.0,0,0,2,2,0,0,0,2,5,35,5,1,2,4.421629021218344
3,4.0,0,1,3,2,0,0,0,2,5,35,6,1,2,4.421629021218344
1,9.0,0,0,3,2,0,0,0,2,5,35,7,1,2,4.421629021218344
2,14.0,1,0,0,0,0,0,1,2,5,36,1,1,2,4.421629021218344
2,14.0,1,0,1,0,0,0,1,2,5,36,2,1,2,4.421629021218344
2,5.0,1,1,2,0,0,0,1,2,5,36,3,1,2,4.421629021218344
2,14.0,1,1,2,1,1,0,0,2,5,36,4,1,2,4.421629021218344
2,9.0,1,1,2,2,1,0,0,2,5,36,5,1,2,4.421629021218344
3,11.0,0,0,0,0,0,0,0,0,6,41,1,1,3,4.421629021218344
1,9.0,0,1,1,0,0,0,0,0,6,41,2,1,3,4.421629021218344
3,13.0,0,1,1,1,0,0,0,0,6,41,3,1,3,4.421629021218344
1,2.0,0,1,1,2,0,0,0,0,6,41,4,1,3,4.421629021218344
2,14.0,0,0,1,2,0,0,0,0,6,41,5,1,3,4.421629021218344
1,6.0,0,1,2,2,0,0,0,0,6,41,6,1,3,4.421629021218344
3,1.0,0,1,0,0,0,0,0,1,6,42,1,1,3,4.421629021218344
3,8.0,0,1,0,1,0,0,0,1,6,42,2,1,3,4.421629021218344
3,7.0,0,1,0,2,0,0,0,1,6,42,3,1,3,4.421629021218344
3,11.0,0,0,0,2,0,0,0,1,6,42,4,1,3,4.421629021218344
3,13.0,0,1,1,2,0,0,0,1,6,42,5,1,3,4.421629021218344
3,13.0,0,1,0,0,0,0,0,2,6,43,1,1,3,4.421629021218344
3,7.0,0,2,0,1,0,0,0,2,6,43,2,1,3,4.421629021218344
2,14.0,1,0,0,0,0,0,0,0,7,47,1,1,3,4.421629021218344
1,14.0,1,0,1,0,0,0,0,0,7,47,2,1,3,4.421629021218344
1,12.0,1,0,2,0,0,0,0,0,7,47,3,1,3,4.421629021218344
1,12.0,1,1,3,0,0,0,0,0,7,47,4,1,3,4.421629021218344
2,9.0,1,2,3,1,0,0,0,0,7,47,5,1,3,4.421629021218344
1,3.0,1,1,0,0,0,0,0,1,7,48,1,1,3,4.421629021218344
2,6.0,1,1,0,1,0,0,0,1,7,48,2,1,3,4.421629021218344
2,5.0,1,2,0,2,0,0,0,1,7,48,3,1,3,4.421629021218344
1,12.0,1,0,0,0,0,0,0,2,7,49,1,1,3,4.421629021218344
1,12.0,1,0,1,0,0,0,0,2,7,49,2,1,3,4.421629021218344
2,3.0,1,1,2,0,0,0,0,2,7,49,3,1,3,4.421629021218344
2,6.0,1,1,2,1,0,0,0,2,7,49,4,1,3,4.421629021218344
2,9.0,1,2,2,2,0,0,0,2,7,49,5,1,3,4.421629021218344
2,9.0,0,1,0,0,0,0,0,0,1,1,1,0,0,4.435318275154004
1,4.0,0,1,0,1,0,0,0,0,1,1,2,0,0,4.435318275154004
1,12.0,0,1,0,2,0,0,0,0,1,1,3,0,0,4.435318275154004
3,13.0,0,2,0,2,0,0,0,0,1,1,4,0,0,4.435318275154004
1,11.0,0,0,0,0,0,0,0,1,1,2,1,0,0,4.435318275154004
1,13.0,0,0,1,0,0,0,0,1,1,2,2,0,0,4.435318275154004
3,4.0,0,1,2,0,0,0,0,1,1,2,3,0,0,4.435318275154004
2,12.0,0,2,2,1,0,0,0,1,1,2,4,0,0,4.435318275154004
1,1.0,0,1,0,0,0,0,0,2,1,3,1,0,0,4.435318275154004
1,7.0,0,1,0,1,0,0,0,2,1,3,2,0,0,4.435318275154004
1,11.0,0,0,0,2,0,0,0,2,1,3,3,0,0,4.435318275154004
1,13.0,0,0,1,2,0,0,0,2,1,3,4,0,0,4.435318275154004
3,11.0,0,2,2,2,0,0,0,2,1,3,5,0,0,4.435318275154004
1,7.0,0,1,0,0,0,0,0,0,2,7,1,0,0,4.435318275154004
2,2.0,0,0,0,1,0,0,0,0,2,7,2,0,0,4.435318275154004
3,13.0,0,0,1,1,0,0,0,0,2,7,3,0,0,4.435318275154004
2,6.0,0,2,2,1,0,0,0,0,2,7,4,0,0,4.435318275154004
1,11.0,0,0,0,0,0,0,1,0,2,8,1,0,0,4.435318275154004
3,7.0,0,2,1,0,0,0,1,0,2,8,2,0,0,4.435318275154004
1,13.0,1,0,0,0,0,1,0,1,2,9,1,0,0,4.435318275154004
1,13.0,1,0,1,0,0,1,0,1,2,9,2,0,0,4.435318275154004
1,11.0,1,0,2,0,0,1,0,1,2,9,3,0,0,4.435318275154004
1,4.0,0,1,0,0,0,1,1,1,2,10,1,0,0,4.435318275154004
3,7.0,0,1,0,1,0,1,1,1,2,10,2,0,0,4.435318275154004
1,12.0,0,0,0,2,0,1,1,1,2,10,3,0,0,4.435318275154004
1,1.0,0,1,1,2,0,1,1,1,2,10,4,0,0,4.435318275154004
2,14.0,1,1,0,0,0,1,1,2,2,11,1,0,0,4.435318275154004
2,14.0,1,0,0,1,0,1,1,2,2,11,2,0,0,4.435318275154004
2,14.0,1,0,1,1,0,1,1,2,2,11,3,0,0,4.435318275154004
1,5.0,1,2,2,1,0,1,1,2,2,11,4,0,0,4.435318275154004
1,12.0,1,1,0,0,0,0,0,0,3,16,1,0,0,4.435318275154004
2,14.0,1,0,0,1,0,0,0,0,3,16,2,0,0,4.435318275154004
2,14.0,1,0,1,1,0,0,0,0,3,16,3,0,0,4.435318275154004
1,2.0,1,1,2,1,0,0,0,0,3,16,4,0,0,4.435318275154004
1,12.0,1,0,2,2,0,0,0,0,3,16,5,0,0,4.435318275154004
1,5.0,1,1,3,2,0,0,0,0,3,16,6,0,0,4.435318275154004
3,4.0,0,2,0,0,0,0,0,1,3,17,1,0,0,4.435318275154004
1,11.0,0,0,0,0,0,0,0,2,3,18,1,0,0,4.435318275154004
1,11.0,0,0,1,0,0,0,0,2,3,18,2,0,0,4.435318275154004
2,12.0,0,1,2,0,0,0,0,2,3,18,3,0,0,4.435318275154004
3,11.0,0,0,2,1,0,0,0,2,3,18,4,0,0,4.435318275154004
3,1.0,0,1,3,1,0,0,0,2,3,18,5,0,0,4.435318275154004
2,6.0,0,1,3,2,0,0,0,2,3,18,6,0,0,4.435318275154004
1,13.0,0,0,0,0,0,0,0,0,4,23,1,0,0,4.435318275154004
2,14.0,0,1,1,0,0,0,0,0,4,23,2,0,0,4.435318275154004
1,7.0,0,1,1,1,0,0,0,0,4,23,3,0,0,4.435318275154004
3,1.0,0,2,1,2,0,0,0,0,4,23,4,0,0,4.435318275154004
1,5.0,0,1,0,0,0,0,0,1,4,24,1,0,0,4.435318275154004
1,4.0,0,1,0,1,0,0,0,1,4,24,2,0,0,4.435318275154004
4,11.0,0,0,0,2,0,0,0,1,4,24,3,0,0,4.435318275154004
1,5.0,0,1,1,2,0,0,0,1,4,24,4,0,0,4.435318275154004
3,13.0,0,2,1,2,0,0,0,1,4,24,5,0,0,4.435318275154004
2,12.0,0,0,0,0,0,0,0,2,4,25,1,0,0,4.435318275154004
2,6.0,0,1,1,0,0,0,0,2,4,25,2,0,0,4.435318275154004
2,12.0,0,0,1,1,0,0,0,2,4,25,3,0,0,4.435318275154004
3,7.0,0,2,2,1,0,0,0,2,4,25,4,0,0,4.435318275154004
2,6.0,1,1,0,0,0,0,0,0,5,29,1,0,0,4.435318275154004
2,14.0,1,1,0,1,0,0,0,0,5,29,2,0,0,4.435318275154004
2,14.0,1,1,0,2,0,0,0,0,5,29,3,0,0,4.435318275154004
1,8.0,0,1,0,0,0,0,0,1,5,30,1,0,0,4.435318275154004
1,7.0,0,1,0,1,0,0,0,1,5,30,2,0,0,4.435318275154004
4,11.0,0,0,0,2,0,0,0,1,5,30,3,0,0,4.435318275154004
1,11.0,0,0,1,2,0,0,0,1,5,30,4,0,0,4.435318275154004
3,11.0,0,1,2,2,0,0,0,1,5,30,5,0,0,4.435318275154004
2,12.0,0,1,2,2,0,0,0,1,5,30,6,0,0,4.435318275154004
2,12.0,1,1,0,0,0,0,0,2,5,31,1,0,0,4.435318275154004
2,6.0,1,2,0,1,0,0,0,2,5,31,2,0,0,4.435318275154004
1,14.0,1,0,0,0,0,0,0,0,6,35,1,0,0,4.435318275154004
1,1.0,1,0,1,0,0,0,0,0,6,35,2,0,0,4.435318275154004
1,6.0,1,1,2,0,0,0,0,0,6,35,3,0,0,4.435318275154004
1,6.0,1,1,2,1,0,0,0,0,6,35,4,0,0,4.435318275154004
1,8.0,1,1,2,2,0,0,0,0,6,35,5,0,0,4.435318275154004
1,6.0,1,1,2,2,0,0,0,0,6,35,6,0,0,4.435318275154004
1,3.0,1,1,2,2,0,0,0,0,6,35,7,0,0,4.435318275154004
2,9.0,0,1,0,0,0,0,0,1,6,36,1,0,0,4.435318275154004
1,11.0,0,0,0,1,0,0,0,1,6,36,2,0,0,4.435318275154004
1,4.0,0,1,1,1,0,0,0,1,6,36,3,0,0,4.435318275154004
4,1.0,0,1,1,2,0,0,0,1,6,36,4,0,0,4.435318275154004
2,9.0,0,1,1,2,0,0,0,1,6,36,5,0,0,4.435318275154004
1,11.0,0,0,0,0,0,0,0,2,6,37,1,0,0,4.435318275154004
3,8.0,0,1,1,0,0,0,0,2,6,37,2,0,0,4.435318275154004
1,5.0,0,1,1,1,0,0,0,2,6,37,3,0,0,4.435318275154004
2,2.0,0,2,1,2,0,0,0,2,6,37,4,0,0,4.435318275154004
1,5.0,0,1,0,0,0,0,0,0,7,41,1,0,0,4.435318275154004
1,11.0,0,0,0,1,0,0,0,0,7,41,2,0,0,4.435318275154004
3,13.0,0,2,1,1,0,0,0,0,7,41,3,0,0,4.435318275154004
3,4.0,0,1,0,0,0,0,0,1,7,42,1,0,0,4.435318275154004
3,13.0,0,0,0,1,0,0,0,1,7,42,2,0,0,4.435318275154004
3,7.0,0,2,1,1,0,0,0,1,7,42,3,0,0,4.435318275154004
3,7.0,0,1,0,0,0,0,0,2,7,43,1,0,0,4.435318275154004
3,7.0,0,0,0,1,0,0,0,2,7,43,2,0,0,4.435318275154004
3,8.0,0,1,1,1,0,0,0,2,7,43,3,0,0,4.435318275154004
2,14.0,0,0,1,2,0,0,0,2,7,43,4,0,0,4.435318275154004
3,4.0,0,2,2,2,0,0,0,2,7,43,5,0,0,4.435318275154004
2,14.0,1,0,0,0,0,0,1,2,7,44,1,0,0,4.435318275154004
2,6.0,1,2,1,0,0,0,1,2,7,44,2,0,0,4.435318275154004
3,11.0,0,0,0,0,0,1,1,2,7,45,1,0,0,4.435318275154004
3,4.0,0,1,1,0,0,1,1,2,7,45,2,0,0,4.435318275154004
1,3.0,0,1,1,1,0,1,1,2,7,45,3,0,0,4.435318275154004
3,14.0,0,0,1,2,0,1,1,2,7,45,4,0,0,4.435318275154004
3,5.0,0,1,2,2,0,1,1,2,7,45,5,0,0,4.435318275154004
1,11.0,0,0,0,0,0,0,0,0,1,4,1,0,0,4.4517453798767965
1,11.0,0,0,1,0,0,0,0,0,1,4,2,0,0,4.4517453798767965
1,5.0,0,1,2,0,0,0,0,0,1,4,3,0,0,4.4517453798767965
1,1.0,0,1,2,1,0,0,0,0,1,4,4,0,0,4.4517453798767965
2,6.0,0,2,2,2,0,0,0,0,1,4,5,0,0,4.4517453798767965
1,11.0,0,0,0,0,0,0,0,1,1,5,1,0,0,4.4517453798767965
2,8.0,0,1,1,0,0,0,0,1,1,5,2,0,0,4.4517453798767965
1,11.0,0,0,1,1,0,0,0,1,1,5,3,0,0,4.4517453798767965
3,11.0,0,1,2,1,0,0,0,1,1,5,4,0,0,4.4517453798767965
1,5.0,0,1,2,2,0,0,0,1,1,5,5,0,0,4.4517453798767965
2,9.0,1,1,0,0,0,0,0,2,1,6,1,0,0,4.4517453798767965
2,6.0,1,2,0,1,0,0,0,2,1,6,2,0,0,4.4517453798767965
1,2.0,1,2,0,0,0,0,0,0,2,11,1,0,0,4.4517453798767965
1,11.0,0,0,0,0,0,0,0,1,2,12,1,0,0,4.4517453798767965
1,13.0,0,1,1,0,0,0,0,1,2,12,2,0,0,4.4517453798767965
3,8.0,0,2,1,1,0,0,0,1,2,12,3,0,0,4.4517453798767965
2,14.0,1,2,0,0,0,0,1,1,2,13,1,0,0,4.4517453798767965
1,9.0,1,1,0,0,0,0,1,2,2,14,1,0,0,4.4517453798767965
2,14.0,1,0,0,1,0,0,1,2,2,14,2,0,0,4.4517453798767965
2,9.0,1,1,1,1,0,0,1,2,2,14,3,0,0,4.4517453798767965
2,14.0,1,0,1,2,0,0,1,2,2,14,4,0,0,4.4517453798767965
2,14.0,1,1,2,2,0,1,0,2,2,14,5,0,0,4.4517453798767965
1,14.0,1,0,0,0,0,0,0,0,3,19,1,0,0,4.4517453798767965
2,14.0,1,1,1,0,0,0,0,0,3,19,2,0,0,4.4517453798767965
2,9.0,1,2,1,1,0,0,0,0,3,19,3,0,0,4.4517453798767965
2,14.0,1,1,0,0,0,0,1,0,3,20,1,0,0,4.4517453798767965
2,8.0,1,1,0,1,0,0,1,0,3,20,2,0,0,4.4517453798767965
2,6.0,1,1,0,2,0,0,1,0,3,20,3,0,0,4.4517453798767965
2,9.0,0,1,0,0,0,1,0,1,3,21,1,0,0,4.4517453798767965
1,12.0,0,1,0,1,0,1,0,1,3,21,2,0,0,4.4517453798767965
3,4.0,0,1,0,2,0,1,0,1,3,21,3,0,0,4.4517453798767965
1,5.0,0,1,0,2,0,1,0,1,3,21,4,0,0,4.4517453798767965
2,14.0,0,0,0,2,0,1,0,1,3,21,5,0,0,4.4517453798767965
3,2.0,0,2,1,2,0,1,0,1,3,21,6,0,0,4.4517453798767965
2,5.0,0,1,0,0,1,0,0,2,3,22,1,0,0,4.4517453798767965
3,4.0,0,1,0,1,1,0,0,2,3,22,2,0,0,4.4517453798767965
3,4.0,0,1,0,2,1,0,0,2,3,22,3,0,0,4.4517453798767965
2,14.0,1,1,0,0,0,0,0,0,4,26,1,0,0,4.4517453798767965
3,7.0,1,1,0,1,0,0,0,0,4,26,2,0,0,4.4517453798767965
2,14.0,1,0,0,2,0,0,0,0,4,26,3,0,0,4.4517453798767965
2,14.0,1,0,1,2,0,0,0,0,4,26,4,0,0,4.4517453798767965
3,1.0,1,0,2,2,0,0,0,0,4,26,5,0,0,4.4517453798767965
3,6.0,1,2,3,2,0,0,0,0,4,26,6,0,0,4.4517453798767965
2,14.0,1,0,0,0,0,0,0,1,4,27,1,0,0,4.4517453798767965
2,14.0,1,2,1,0,0,0,0,1,4,27,2,0,0,4.4517453798767965
1,8.0,0,0,0,0,0,0,1,1,4,28,1,0,0,4.4517453798767965
1,1.0,0,0,1,0,0,0,1,1,4,28,2,0,0,4.4517453798767965
3,11.0,0,0,2,0,0,0,1,1,4,28,3,0,0,4.4517453798767965
1,5.0,0,2,3,0,0,0,1,1,4,28,4,0,0,4.4517453798767965
